day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Tue,501,51,2.0,16.6,23.5,553.9,1
Tue,270,1217,4.9,32.9,0.0,301.6,0
Fri,570,148,4.5,20.7,19.9,616.0,1
Thu,322,1430,37.9,33.2,69.3,446.6,0
Tue,344,1309,0.0,12.2,0.0,359.9,0
Fri,394,5,17.5,26.8,12.9,441.8,0
Fri,270,60,6.7,48.4,66.9,390.2,0
Fri,415,1429,20.9,24.1,25.0,472.0,1
Wed,570,107,0.0,6.0,19.4,614.4,1
Fri,476,1424,5.7,19.7,43.1,543.8,1
Fri,404,71,54.1,24.3,29.2,490.6,1
Fri,570,156,8.5,6.0,3.8,586.3,1
Thu,310,1337,8.5,24.0,6.1,341.7,0
Wed,270,1230,14.6,42.5,6.4,334.0,0
Thu,270,1221,0.0,51.8,0.0,317.3,0
Wed,488,145,8.0,23.4,43.2,561.7,1
Mon,570,149,10.4,17.9,65.2,653.2,1
Mon,420,25,10.7,25.0,40.7,475.3,0
Fri,564,113,11.0,10.5,30.2,619.2,1
Mon,350,1302,18.3,35.3,46.1,440.2,0
Fri,465,1319,3.7,17.7,37.1,528.5,1
Mon,433,127,2.4,6.0,4.5,437.6,0
Fri,479,1404,2.0,29.4,42.3,539.7,1
Thu,522,148,1.9,11.7,24.7,560.0,1
Thu,511,85,8.2,17.7,30.2,559.4,1
Wed,353,97,31.7,32.7,10.2,418.3,0
Thu,546,97,7.0,13.3,6.8,575.3,1
Mon,398,20,4.7,23.3,13.2,439.7,0
Fri,545,12,1.9,17.6,11.6,591.9,1
Wed,570,91,0.0,11.8,72.8,661.1,1
Mon,437,126,2.8,34.4,56.1,541.5,1
Wed,270,1295,10.0,36.8,74.8,388.5,0
Wed,294,77,26.9,41.8,18.3,379.8,0
Thu,570,152,1.9,22.1,20.8,605.8,1
Tue,270,1260,16.5,40.8,23.3,343.8,0
Fri,570,118,0.0,24.4,10.3,611.4,1
Wed,270,22,32.5,29.8,0.0,323.2,0
Fri,483,51,1.2,6.0,31.6,501.2,1
Mon,291,16,1.7,48.4,20.0,371.1,0
Thu,337,1397,8.9,31.1,12.0,392.4,0
Tue,270,83,5.0,31.8,53.2,369.0,0
Mon,353,77,25.4,22.1,9.7,394.2,0
Fri,391,97,7.1,30.2,18.4,449.5,1
Wed,279,1371,36.7,26.5,6.7,327.1,0
Thu,424,90,112.7,13.3,20.1,524.9,1
Mon,428,52,16.8,21.3,6.6,452.6,0
Tue,538,116,2.3,19.8,2.6,558.7,1
Thu,570,7,0.9,27.2,24.8,634.0,1
Fri,539,18,0.8,23.0,41.4,602.4,1
Mon,270,1284,15.1,39.2,51.7,366.1,0
Thu,522,95,1.7,10.3,16.1,544.3,1
Thu,570,83,5.5,18.5,25.8,619.1,1
Mon,453,23,31.1,17.3,27.4,522.0,1
Tue,270,1228,16.3,37.2,15.4,328.9,0
Mon,462,8,1.7,30.1,1.2,490.4,1
Wed,412,66,10.4,33.0,4.1,455.7,0
Tue,570,1405,0.0,7.0,1.2,577.4,1
Fri,270,1352,40.1,33.0,2.4,333.5,0
Mon,329,69,11.7,33.3,92.5,445.3,0
Thu,327,64,1.8,22.7,26.0,403.8,0
Tue,530,35,0.0,24.4,43.9,609.2,1
Fri,570,24,2.8,20.3,16.3,600.4,1
Mon,361,131,1.3,38.7,31.4,432.9,0
Thu,270,1220,23.6,37.4,9.9,321.5,0
Wed,519,139,2.6,10.6,45.8,578.1,1
Mon,390,29,26.2,38.2,19.4,460.6,0
Tue,365,85,7.6,28.6,75.8,462.8,0
Tue,531,110,1.2,12.5,11.4,558.4,1
Fri,336,1338,1.9,30.3,5.3,377.3,0
Wed,270,1385,24.5,32.3,8.8,328.5,0
Wed,437,45,0.0,8.5,9.3,453.6,0
Fri,280,1335,28.1,41.0,3.5,340.0,0
Mon,570,36,3.7,25.3,25.8,628.9,1
Wed,440,67,32.9,29.0,34.8,530.4,1
Tue,349,7,9.3,38.7,39.3,422.9,0
Tue,501,143,1.7,12.9,5.2,524.0,1
Fri,485,54,2.1,23.6,16.9,528.5,1
Tue,494,108,1.9,18.5,28.1,548.0,1
Thu,345,21,1.3,25.4,14.9,383.3,0
Wed,409,67,1.4,18.2,16.0,444.3,0
Thu,363,58,1.3,30.4,6.9,408.9,0
Tue,395,1438,30.2,21.9,5.5,430.1,0
Mon,270,1256,109.3,50.7,0.0,381.7,0
Tue,270,1291,1.6,41.4,16.4,329.1,0
Wed,477,123,2.2,10.0,2.4,493.4,1
Fri,372,1321,7.5,18.9,27.2,435.2,0
Mon,270,1229,35.2,28.2,21.4,341.9,0
Tue,399,64,25.6,19.1,1.8,437.7,0
Tue,570,14,5.0,20.8,0.0,596.2,1
Fri,425,10,3.6,15.7,11.0,456.6,0
Fri,570,87,0.0,6.0,13.8,593.0,1
Thu,358,5,17.4,34.5,31.5,445.9,0
Fri,292,4,6.8,50.5,24.9,386.3,0
Mon,295,1250,30.4,31.1,24.1,374.3,0
Fri,270,44,13.4,25.4,5.2,301.5,0
Wed,570,50,10.0,20.4,13.0,602.5,1
Mon,271,1298,30.2,31.8,66.4,379.6,0
Fri,497,133,4.2,32.1,51.2,587.6,1
Fri,521,18,1.5,11.8,26.1,561.0,1
Mon,391,1342,39.7,30.4,82.1,534.0,1
Mon,570,127,0.6,14.0,5.1,589.3,1
Mon,347,0,39.7,18.8,0.0,390.7,0
Wed,367,39,14.7,24.3,6.5,407.3,0
Wed,570,129,3.8,23.7,75.2,654.3,1
Fri,313,9,0.0,34.1,0.0,346.2,0
Thu,360,12,5.1,34.7,0.0,401.2,0
Thu,373,1432,7.8,25.6,47.6,447.2,0
Mon,291,1355,25.8,19.3,9.3,325.9,0
Wed,324,20,7.7,36.0,14.0,379.3,0
Thu,270,1228,5.3,26.6,23.4,333.0,0
Thu,270,1258,5.2,31.9,16.7,304.9,0
Wed,487,1331,4.1,7.1,14.4,524.1,1
Tue,477,64,0.9,35.1,33.6,536.9,1
Wed,403,1380,28.8,26.9,3.0,450.3,0
Tue,373,47,24.6,33.8,30.3,464.1,0
Thu,451,138,39.4,30.2,6.1,506.5,0
Thu,270,1217,1.5,34.4,10.2,320.5,0
Wed,350,1232,36.1,36.1,24.3,444.9,0
Wed,270,1318,0.6,18.6,35.4,319.4,0
Tue,570,121,5.8,16.1,13.0,612.1,1
Fri,270,5,38.1,31.6,15.0,342.0,0
Tue,545,129,4.9,6.0,2.4,562.1,1
Thu,270,1182,0.7,20.8,67.6,370.2,0
Thu,270,1278,3.4,26.4,23.5,316.9,0
Wed,284,1344,1.1,25.4,14.2,324.4,0
Mon,453,77,2.3,16.8,32.1,522.0,1
Tue,270,1302,0.0,32.0,18.9,327.1,0
Wed,505,94,0.0,33.6,65.8,603.1,1
Thu,509,96,1.0,24.2,5.6,542.2,1
Tue,336,111,28.8,33.1,11.5,407.6,0
Fri,270,1433,2.9,33.2,6.6,315.2,0
Wed,354,24,40.8,34.0,9.5,427.1,0
Mon,489,86,6.6,13.8,74.0,565.2,1
Wed,270,61,9.8,40.3,25.3,366.6,0
Tue,543,131,0.0,16.2,40.9,611.6,1
Tue,570,26,5.8,9.4,23.0,596.0,1
Thu,474,59,2.7,23.2,2.2,505.1,1
Tue,300,1,5.3,35.5,15.9,359.5,0
Wed,456,1422,10.7,32.8,5.2,494.8,1
Tue,341,115,4.2,31.9,32.8,406.5,0
Tue,289,1293,8.5,30.1,10.2,318.5,0
Mon,270,1283,13.5,31.0,18.4,321.3,0
Thu,459,70,0.0,29.1,20.5,518.7,1
Tue,270,1,95.4,34.2,17.8,376.7,0
Thu,495,121,0.9,16.5,79.6,592.4,1
Wed,270,1259,10.1,30.8,19.1,330.7,0
Fri,519,97,3.8,14.0,28.3,564.3,1
Tue,395,1423,4.3,40.2,14.6,452.6,0
Wed,270,1255,107.4,40.8,40.7,413.9,0
Wed,570,113,0.0,17.9,43.1,638.5,1
Thu,270,1211,0.0,38.5,16.9,312.6,0
Tue,518,158,10.8,28.6,17.1,562.3,1
Tue,270,158,14.6,49.9,12.8,357.5,0
Wed,270,1286,29.8,36.1,8.3,334.5,0
Mon,329,1331,21.8,39.0,0.1,384.1,0
Thu,450,16,2.8,28.8,0.0,473.6,0
Wed,270,61,18.9,47.3,75.5,400.0,0
Thu,372,1434,4.0,40.2,11.9,429.0,0
Mon,335,1299,37.0,20.8,35.0,415.4,0
Fri,270,1296,4.3,27.9,13.1,318.6,0
Thu,273,1241,63.5,41.2,21.0,372.5,0
Thu,556,67,4.8,6.8,10.4,576.5,1
Tue,270,17,35.6,32.6,38.5,366.8,0
Tue,570,63,0.0,14.2,12.8,602.0,1
Wed,476,1333,0.8,25.3,44.2,546.7,1
Thu,465,82,6.9,19.5,12.2,508.9,1
Wed,270,1339,3.7,20.6,21.4,314.3,0
Thu,307,95,41.1,31.6,76.3,435.1,0
Tue,570,61,4.4,13.2,70.8,650.8,1
Thu,377,20,7.9,16.3,13.9,432.8,0
Mon,337,122,16.8,23.6,4.8,382.3,0
Mon,270,1324,7.1,28.1,66.0,375.8,0
Fri,440,1354,9.6,34.3,0.9,489.6,1
Thu,270,1305,7.5,21.9,9.2,314.9,0
Wed,570,80,6.8,12.0,19.7,598.8,1
Mon,450,109,12.5,17.1,11.6,489.3,0
Mon,472,38,0.0,21.4,9.8,501.2,1
Thu,317,1421,26.2,29.8,34.9,395.1,0
Thu,536,35,7.4,11.7,39.6,592.9,1
Fri,270,1222,31.8,43.6,7.3,337.4,0
Tue,270,48,13.4,30.9,38.9,352.1,0
Fri,280,1254,11.3,33.1,17.7,333.5,0
Wed,559,11,0.0,30.7,10.7,594.7,1
Fri,270,44,0.0,48.4,1.1,334.2,0
Wed,278,10,17.5,27.9,11.2,323.3,0
Tue,330,1335,27.8,30.3,19.3,385.3,0
Tue,497,88,10.0,16.7,37.6,563.6,1
Fri,270,1308,31.0,27.8,6.3,330.8,0
Tue,270,1394,8.5,28.2,6.7,307.5,0
Tue,272,1316,3.9,40.8,21.6,335.8,0
Fri,493,84,6.7,6.0,59.3,553.4,1
Wed,270,1405,33.3,18.6,6.0,329.8,0
Tue,460,133,7.6,27.0,9.6,501.8,1
Tue,543,48,2.5,28.2,41.4,620.2,1
Tue,270,1309,4.4,30.5,10.5,301.7,0
Wed,570,87,6.5,16.2,9.8,600.8,1
Tue,348,1426,41.9,36.0,5.9,425.9,0
Thu,270,1228,7.4,20.3,5.9,316.2,0
Fri,270,1419,4.0,40.2,35.8,344.0,0
Wed,270,1244,40.2,40.6,8.0,324.7,0
Wed,307,1372,26.8,34.6,5.1,365.2,0
Tue,570,92,2.0,15.5,50.9,645.7,1
Mon,328,22,7.2,30.6,1.8,373.8,0
Fri,270,1287,0.0,45.0,2.2,327.5,0
Thu,288,1413,6.8,24.0,16.0,354.0,0
Thu,336,115,0.1,17.9,3.4,365.7,0
Fri,426,47,0.0,28.6,2.3,456.1,0
Fri,270,1243,28.6,40.5,18.8,359.0,0
Fri,319,1274,20.1,18.7,11.8,364.4,0
Thu,531,156,0.0,38.6,0.0,571.1,1
Thu,431,90,41.1,8.3,16.3,473.2,0
Tue,570,87,4.5,6.0,14.4,595.8,1
Thu,421,128,9.0,18.3,1.8,464.4,0
Fri,538,1402,5.3,18.3,21.6,580.7,1
Thu,270,1429,8.9,33.3,49.7,380.8,0
Tue,366,116,43.4,20.9,66.0,491.7,0
Wed,270,1236,27.3,50.5,31.8,361.4,0
Tue,570,92,5.0,6.0,9.2,588.5,1
Mon,386,1372,11.9,23.3,0.0,413.4,0
Tue,520,64,1.2,39.3,25.6,569.3,1
Thu,570,75,4.8,15.9,18.3,608.5,1
Wed,566,50,1.9,19.2,4.1,601.6,1
Mon,270,1333,12.7,32.5,3.9,315.6,0
Thu,270,1253,19.6,48.4,75.4,421.0,0
Tue,448,58,39.2,45.2,13.4,513.6,1
Tue,270,1352,1.8,50.8,6.7,328.4,0
Mon,270,1224,7.7,27.9,9.8,321.7,0
Mon,366,114,26.8,36.5,46.2,467.3,0
Fri,409,1430,29.9,10.2,46.7,479.3,1
Thu,562,67,2.3,16.7,41.1,609.4,1
Tue,291,50,8.8,31.0,33.1,370.4,0
Mon,270,1211,0.0,27.7,16.1,317.6,0
Fri,270,1409,0.0,35.1,29.1,335.6,0
Wed,477,104,5.0,35.1,54.6,567.4,1
Mon,468,1358,0.0,26.9,43.9,540.2,1
Wed,570,120,0.9,13.6,23.8,616.7,1
Fri,570,71,1.2,9.3,5.3,576.6,1
Thu,435,134,36.9,36.1,19.2,504.0,1
Mon,270,1345,7.2,22.5,13.4,301.9,0
Mon,570,126,6.7,11.7,73.2,663.8,1
Tue,502,92,4.2,33.5,0.0,524.8,1
Tue,270,1270,8.4,33.2,67.2,370.8,0
Thu,441,1376,9.2,10.7,41.4,493.6,0
Mon,380,1255,6.6,19.1,19.3,428.4,0
Wed,270,1318,23.3,32.1,51.2,366.6,0
Mon,531,1400,0.0,14.6,14.8,565.0,1
Thu,300,1423,7.4,10.7,0.0,323.9,0
Tue,308,1407,18.7,33.6,11.0,368.9,0
Mon,338,1354,13.7,19.9,8.7,387.9,0
Mon,270,1228,38.6,38.0,31.9,357.4,0
Wed,415,95,101.1,25.3,0.9,502.8,1
Fri,493,123,6.6,25.3,41.2,582.0,1
Thu,535,147,5.0,10.5,11.6,564.0,1
Wed,270,1235,4.0,46.7,12.6,345.3,0
Fri,520,154,1.0,16.0,87.4,628.4,1
Tue,270,1211,79.4,47.4,14.8,367.5,0
Mon,379,94,4.2,33.2,3.1,419.8,0
Fri,270,1347,15.8,42.8,10.8,338.2,0
Fri,270,1264,8.0,43.7,8.6,343.1,0
Thu,384,1405,65.9,24.0,62.8,510.9,0
Tue,546,1393,6.2,6.0,37.3,585.3,1
Thu,537,1386,5.0,12.4,51.7,607.3,1
Fri,312,1282,8.6,45.6,0.0,364.3,0
Tue,270,1284,14.8,35.9,46.4,375.9,0
Mon,541,152,7.6,6.0,4.8,559.0,1
Tue,383,1405,11.9,21.9,12.6,431.6,0
Tue,317,4,21.9,34.1,10.5,367.2,0
Thu,270,1404,0.0,42.3,38.6,343.7,0
Wed,343,1215,33.8,33.7,47.2,440.6,0
Tue,276,72,13.6,35.1,12.4,333.2,0
Wed,292,41,7.0,37.4,35.7,369.5,0
Tue,270,1208,1.6,40.7,3.0,314.6,0
Tue,476,27,6.5,24.0,5.0,509.9,0
Wed,459,77,5.6,22.2,21.4,502.0,1
Fri,511,130,6.5,19.0,11.9,555.7,1
Mon,399,129,9.5,24.7,34.1,474.5,0
Wed,419,117,24.4,24.1,31.7,491.2,1
Fri,423,119,52.0,18.3,79.4,570.7,1
Wed,270,1346,37.9,26.2,19.6,342.9,0
Thu,270,1234,0.0,26.1,0.0,295.8,0
Wed,436,60,6.1,9.2,60.6,516.3,1
Mon,270,1204,27.4,33.4,19.6,326.0,0
Thu,484,136,0.5,28.0,4.9,526.7,1
Thu,462,42,0.0,19.1,41.9,525.9,1
Fri,270,1414,6.3,32.1,39.6,349.3,0
Fri,308,1247,34.5,34.7,44.6,398.3,0
Fri,494,88,0.7,15.2,39.2,549.5,1
Mon,421,16,1.2,25.9,33.4,473.6,0
Wed,461,76,1.1,29.3,3.1,498.5,0
Wed,270,1227,0.0,32.1,16.3,328.8,0
Mon,270,1238,4.5,33.8,5.7,308.0,0
Tue,446,85,16.0,11.0,11.8,474.6,1
Tue,530,1434,0.0,31.6,37.2,607.4,1
Wed,491,1391,3.7,15.1,45.7,552.1,1
Thu,309,1277,2.7,33.2,9.8,355.0,0
Fri,338,1327,0.7,29.8,65.2,440.4,0
Tue,270,1276,14.2,28.6,83.4,394.5,0
Mon,452,112,8.8,8.6,85.0,550.8,1
Tue,527,96,3.3,26.9,15.7,581.2,1
Tue,270,1195,34.4,34.3,14.3,349.0,0
Fri,450,139,4.8,28.9,19.4,479.6,0
Mon,270,1230,17.1,34.4,37.1,357.6,0
Thu,270,1195,14.2,27.3,82.2,378.4,0
Tue,466,75,3.5,16.6,81.0,564.7,1
Mon,320,15,5.7,26.8,9.3,375.9,0
Wed,456,88,4.7,23.6,87.9,584.1,1
Fri,433,76,9.5,38.0,21.0,498.4,1
Thu,270,1263,20.6,31.5,56.8,375.0,0
Mon,488,149,8.8,23.2,63.4,570.6,1
Mon,270,1261,0.0,43.8,47.0,354.3,0
Wed,473,42,0.0,22.1,10.2,500.0,1
Fri,386,66,10.6,17.7,12.0,427.4,0
Fri,270,142,0.0,37.9,12.4,332.6,0
Thu,270,1368,34.3,30.2,87.0,405.3,0
Wed,318,31,21.4,23.5,49.6,414.0,0
Wed,286,1369,11.6,28.4,0.0,322.8,0
Wed,270,1343,8.9,37.2,10.8,336.2,0
Tue,503,26,1.1,20.7,38.1,561.6,1
Thu,531,56,0.0,6.0,15.3,551.0,1
Thu,363,1,14.3,29.6,43.8,455.9,0
Wed,463,121,7.5,18.0,22.9,488.5,1
Fri,489,41,0.6,22.6,66.4,575.1,1
Thu,403,55,11.0,32.2,42.8,489.4,1
Thu,301,1234,34.9,25.6,38.9,388.4,0
Thu,314,1429,14.5,22.0,4.2,346.5,0
Mon,531,129,3.1,12.4,0.0,545.6,1
Wed,307,1253,12.0,16.9,16.7,354.4,0
Tue,270,1191,3.8,57.4,0.0,335.4,0
Wed,460,1311,6.2,21.3,49.6,537.9,1
Fri,398,1257,8.6,21.6,37.7,465.6,0
Fri,570,123,0.3,24.7,34.6,634.4,1
Tue,549,55,5.3,20.1,16.9,589.0,1
Tue,414,56,14.2,31.9,8.1,460.2,0
Wed,270,1220,16.2,33.8,23.5,333.0,0
Tue,371,1426,6.2,22.7,14.6,415.7,0
Thu,306,47,4.1,34.5,34.1,374.9,0
Tue,310,10,0.0,33.5,6.8,356.0,0
Mon,270,1296,3.6,24.8,73.1,359.9,0
Wed,555,85,7.6,33.8,15.0,600.1,1
Wed,354,115,3.5,51.2,6.0,429.4,0
Tue,270,1329,1.7,24.9,70.5,358.9,0
Tue,417,27,25.9,35.3,49.3,518.6,1
Fri,314,1311,6.4,32.2,20.8,381.2,0
Fri,484,4,2.9,6.0,0.0,496.1,1
Wed,409,69,45.7,25.0,12.8,482.2,0
Tue,270,1326,12.8,24.3,28.9,322.3,0
Thu,506,66,6.8,17.5,13.8,538.8,1
Wed,270,1209,0.0,33.5,9.7,315.1,0
Tue,467,26,3.2,24.9,29.0,536.2,1
Thu,480,35,5.6,23.5,15.9,509.5,0
Mon,358,39,7.0,18.9,46.5,438.6,0
Wed,548,54,0.0,20.7,33.1,595.2,1
Mon,511,105,4.9,13.4,5.4,555.3,1
Fri,404,1242,16.1,30.2,42.7,493.7,1
Tue,282,1415,34.3,22.3,24.2,356.5,0
Fri,516,108,8.5,19.8,14.4,562.0,1
Tue,570,170,9.8,6.0,33.0,616.2,1
Thu,270,1438,3.6,22.2,10.6,312.0,0
Wed,313,65,0.8,40.3,47.9,407.3,0
Wed,270,1227,7.5,30.0,9.5,313.1,0
Tue,486,98,6.1,24.0,33.6,543.8,1
Fri,270,1395,18.9,34.5,0.0,308.8,0
Fri,548,84,2.1,11.8,30.9,582.9,1
Fri,270,1270,21.5,32.7,13.6,331.4,0
Wed,501,33,2.1,29.7,7.8,530.7,1
Fri,564,25,0.0,17.1,14.2,597.8,1
Wed,270,30,17.6,35.8,6.2,325.8,0
Fri,270,1413,6.1,47.4,52.1,395.9,0
Wed,270,1301,42.7,39.2,23.5,364.5,0
Thu,556,128,4.2,17.9,10.2,586.5,1
Mon,341,1230,8.8,37.0,32.1,425.9,0
Mon,270,1318,19.7,31.2,0.0,322.2,0
Wed,401,41,6.5,18.2,0.0,432.6,0
Mon,270,1416,44.5,33.1,7.0,332.2,0
Thu,381,1404,31.4,33.4,42.2,482.1,1
Mon,507,1428,9.1,31.3,7.4,540.2,1
Tue,570,114,0.0,6.0,10.3,598.3,1
Wed,536,158,8.4,17.5,11.6,559.9,1
Thu,493,117,4.2,17.1,65.0,576.7,1
Tue,270,1316,9.7,43.7,34.8,359.3,0
Wed,392,49,11.6,35.4,58.3,487.2,0
Tue,536,1418,0.0,30.8,14.7,577.5,1
Tue,333,1345,38.7,32.8,38.5,430.8,0
Thu,433,11,35.2,15.3,38.8,489.0,1
Thu,439,24,6.3,33.8,74.2,540.6,1
Fri,270,1237,3.3,31.0,12.9,303.1,0
Wed,487,52,0.0,32.1,39.5,556.3,1
Fri,565,1418,5.3,13.0,10.8,583.5,1
Wed,570,63,0.0,30.6,32.7,639.8,1
Wed,270,1243,52.6,34.8,7.2,340.2,0
Fri,270,1261,28.6,32.2,0.0,315.8,0
Thu,384,90,12.2,14.7,10.7,424.1,0
Wed,517,1357,8.2,19.6,10.9,563.3,1
Tue,413,77,1.7,17.6,74.5,499.5,0
Fri,304,1279,7.4,32.5,28.8,368.3,0
Fri,570,143,2.4,23.5,23.1,612.6,1
Fri,270,1342,3.7,49.7,3.6,318.8,0
Mon,517,153,0.5,25.1,17.0,557.2,1
Wed,570,78,5.3,18.5,7.7,601.5,1
Tue,270,1280,4.7,28.5,3.3,317.6,0
Tue,270,43,26.1,48.1,67.9,405.8,0
Mon,419,93,1.6,6.0,42.2,475.9,0
Thu,487,8,4.6,21.9,15.8,525.0,1
Thu,416,23,14.8,11.5,25.7,468.3,0
Mon,570,45,0.2,6.0,0.0,590.3,1
Mon,270,1364,36.0,42.6,11.9,341.6,0
Tue,270,1370,25.0,41.9,11.8,329.9,0
Wed,570,102,0.0,22.5,22.6,602.9,1
Thu,570,143,3.1,15.6,2.5,582.1,1
Mon,446,82,5.2,17.3,24.9,493.0,1
Mon,371,129,23.5,20.5,3.4,415.1,0
Fri,447,90,11.3,29.4,8.9,483.3,0
Mon,511,39,0.0,10.3,11.4,540.7,0
Wed,460,159,0.3,17.9,2.7,476.8,1
Wed,522,118,9.1,24.1,9.8,554.5,1
Thu,270,1279,4.2,37.6,40.2,335.1,0
Thu,290,1328,0.0,34.5,3.5,323.8,0
Wed,389,1402,5.9,25.9,6.9,423.4,0
Tue,566,50,0.1,14.9,14.6,599.4,1
Thu,270,1281,60.5,33.3,11.2,331.8,0
Fri,270,1220,27.4,35.7,42.7,357.3,0
Thu,549,71,1.6,6.0,26.8,588.4,1
Wed,389,157,35.9,25.2,91.3,540.4,1
Thu,480,142,0.7,12.1,10.4,495.2,1
Tue,327,1391,0.0,32.6,3.9,363.6,0
Tue,570,44,4.9,17.7,6.6,602.8,1
Fri,568,136,1.5,24.4,14.2,596.6,1
Tue,270,1362,5.3,26.9,28.7,337.7,0
Thu,551,12,9.6,24.5,18.4,611.7,1
Thu,270,44,70.2,46.7,17.1,376.2,0
Tue,270,1251,3.4,30.2,54.2,354.0,0
Thu,270,1283,25.6,44.0,51.4,388.4,0
Tue,394,1306,8.4,43.2,6.0,445.8,0
Fri,382,1250,36.6,29.0,47.4,489.6,1
Wed,485,83,0.0,37.1,16.9,535.0,1
Wed,270,1261,15.9,24.4,2.1,309.8,0
Thu,455,1362,2.8,37.8,17.6,498.8,1
Fri,355,1293,3.2,32.2,11.7,401.2,0
Wed,270,1311,8.1,48.6,0.0,319.6,0
Thu,348,1436,16.7,17.2,45.7,419.0,0
Wed,270,1247,31.1,31.9,48.5,364.3,0
Fri,486,48,0.0,29.3,29.7,530.4,1
Thu,348,90,11.1,24.3,11.3,394.1,0
Thu,468,113,6.4,17.5,4.1,502.5,1
Thu,555,55,6.0,21.4,10.0,597.8,1
Tue,476,23,8.9,26.2,0.0,504.2,1
Fri,322,1260,4.5,22.8,30.2,385.2,0
Thu,486,1397,7.1,12.0,12.5,514.6,1
Thu,570,81,9.2,6.6,10.0,605.3,1
Thu,570,139,1.4,11.1,17.5,589.7,1
Tue,570,68,3.7,6.2,22.9,599.2,1
Fri,270,1285,0.8,42.2,45.5,351.4,0
Thu,270,1255,4.7,40.3,18.7,335.5,0
Tue,570,46,8.5,10.0,3.3,590.0,1
Thu,342,59,29.5,30.2,13.1,397.5,0
Wed,311,1330,11.1,24.0,30.2,377.5,0
Fri,570,1437,0.0,34.5,14.8,610.7,1
Fri,570,130,0.0,17.0,25.7,602.4,1
Tue,570,25,6.0,13.7,14.0,602.8,1
Mon,270,1256,9.8,34.5,6.1,312.7,0
Tue,270,1316,67.5,52.1,36.3,394.6,0
Mon,270,139,8.3,50.9,44.9,360.7,0
Thu,270,6,17.1,29.8,22.5,332.4,0
Mon,270,1384,3.9,35.6,26.5,334.0,0
Tue,281,1427,0.1,39.7,23.4,349.0,0
Mon,521,162,7.1,29.2,41.6,595.8,1
Fri,270,1345,1.5,34.9,2.0,308.1,0
Thu,415,23,9.3,26.9,3.8,446.0,0
Thu,536,152,4.9,30.9,11.7,578.1,1
Wed,560,161,10.6,12.7,45.2,640.5,1
Fri,328,1426,5.5,20.2,52.2,406.9,0
Mon,438,41,22.0,43.1,25.5,508.2,1
Tue,381,1424,34.2,28.2,39.1,459.2,0
Wed,450,34,7.9,16.8,39.6,508.9,1
Tue,379,1418,14.1,37.8,9.4,439.9,0
Thu,540,52,2.8,26.5,19.7,589.2,1
Tue,570,87,0.0,6.0,57.8,638.0,1
Tue,471,1420,6.0,32.8,15.2,506.7,0
Tue,270,1294,22.0,39.3,10.9,333.7,0
Mon,418,104,3.6,29.9,35.6,503.0,0
Tue,460,41,0.0,30.9,85.8,577.4,1
Wed,472,107,3.5,21.1,6.2,502.8,1
Mon,328,1204,27.8,25.2,7.7,370.8,0
Tue,456,11,6.7,23.9,9.1,487.8,1
Thu,536,1434,4.1,6.0,11.1,547.5,1
Thu,392,66,0.2,25.0,11.1,431.1,0
Fri,554,33,5.1,12.2,17.2,575.5,1
Fri,570,197,2.1,11.4,4.7,592.2,1
Mon,570,14,0.0,15.2,15.8,606.6,1
Wed,414,1421,0.0,27.9,0.0,443.8,0
Fri,485,22,3.0,19.8,15.6,524.0,1
Thu,270,1228,15.3,28.2,0.0,311.1,0
Fri,570,75,9.7,16.3,67.8,647.6,1
Tue,372,1331,6.2,25.9,0.0,404.3,0
Fri,270,169,24.6,40.3,56.8,386.2,0
Tue,273,40,10.3,22.1,4.0,320.8,0
Tue,390,22,16.4,22.0,67.7,497.6,0
Wed,270,1359,0.0,26.5,26.1,331.4,0
Wed,270,1225,12.3,20.1,20.1,334.6,0
Thu,270,1218,1.9,32.8,24.3,318.8,0
Wed,270,1380,12.9,27.5,20.7,328.5,0
Wed,270,1230,18.9,45.7,10.1,333.3,0
Wed,282,1209,0.0,29.1,39.3,352.6,0
Mon,289,50,3.0,18.5,16.8,322.1,0
Thu,270,1351,5.5,29.7,18.9,321.5,0
Thu,444,17,10.1,21.3,29.8,503.9,0
Mon,270,1198,28.7,12.7,5.6,309.7,0
Mon,270,1288,0.0,28.6,1.0,309.0,0
Thu,516,65,2.0,28.2,16.6,549.1,1
Wed,570,70,0.9,10.3,26.7,608.2,1
Wed,570,20,0.0,6.0,12.7,577.4,1
Mon,461,54,0.8,32.6,48.2,545.9,1
Fri,570,106,0.1,15.4,10.9,590.6,1
Tue,270,1208,1.2,48.5,16.6,344.5,0
Fri,335,37,3.4,38.2,1.4,382.1,0
Thu,423,1420,21.7,25.9,7.1,453.3,0
Mon,570,29,2.2,10.4,7.0,585.3,1
Thu,430,1425,24.4,13.5,0.0,461.5,0
Mon,293,1221,3.7,37.1,0.4,339.6,0
Thu,520,47,2.1,25.4,16.7,566.1,1
Mon,473,51,4.7,21.1,10.6,514.1,1
Wed,437,1387,39.1,16.3,24.9,507.1,0
Mon,270,1338,40.3,53.2,19.3,356.2,0
Mon,270,1325,14.3,33.1,39.9,346.0,0
Thu,570,90,0.6,6.0,25.8,591.6,1
Wed,310,11,31.4,17.8,2.8,352.7,0
Wed,342,1270,89.1,38.8,6.1,437.9,0
